Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Toilet Brush Bulk,18.66,23.41,2373,Cleaning,International,21,7307
Plunger Bulk,8.85,14.31,4635,Cleaning,East Coast,48,5146
Drain Cleaner V3,36.73,57.57,429,Cleaning,International,45,9967
Lint Roller Max,17.55,23.47,2524,Cleaning,Midwest,12,8149
Carpet Cleaner Pro,7.59,10.58,540,Cleaning,South,29,8722
Wood Polish V2,6.24,8.36,2356,Cleaning,West Coast,19,8709
Stainless Steel Cleaner Compact,5.35,8.61,3402,Cleaning,West Coast,27,5784
Oven Cleaner Single,6.75,8.49,4316,Cleaning,West Coast,38,8781
Grout Cleaner V2,9.95,14.68,2657,Cleaning,Primary,29,8102
First Aid Kit Standard,173.29,251.06,857,Safety,South,8,1716
Fire Extinguisher Single,188.69,239.5,839,Safety,South,9,1026
Safety Goggles Pro,172.76,229.56,349,Safety,East Coast,6,1503
Work Gloves XL,48.69,63.97,806,Safety,West Coast,7,1036
Hard Hat Bulk,62.17,87.94,299,Safety,Midwest,10,1936
Safety Vest Premium,48.86,64.7,652,Safety,South,7,1172
Ear Plugs (50pk) Heavy Duty,61.19,90.99,758,Safety,West Coast,6,1216
Dust Masks (50pk) Premium,33.34,49.41,330,Safety,South,7,1342
Face Shields (5pk) Heavy Duty,125.09,146.11,100,Safety,Primary,3,1852
Safety Boots Standard,180.76,229.23,738,Safety,West Coast,4,1113
Knee Pads Mini,68.76,98.31,603,Safety,West Coast,6,1063
Back Support Belt Eco,114.77,162.83,302,Safety,West Coast,8,1286
Anti-Fatigue Mat V2,129.62,186.38,648,Safety,East Coast,5,1826
Wet Floor Sign Standard,28.37,35.48,719,Safety,South,7,1509
Safety Cone V2,127.26,147.85,742,Safety,International,10,1663
Fire Blanket V2,193.51,258.48,91,Safety,International,2,1527
Smoke Detector Single,90.74,135.11,855,Safety,International,10,1274
Carbon Monoxide Detector XL,36.05,48.98,42,Safety,International,4,1554
Emergency Kit V2,59.63,74.2,358,Safety,International,10,1948
Flashlight Heavy Duty Premium,103.06,144.71,890,Safety,West Coast,8,1246
Batteries AA (24pk) V2,39.28,57.13,421,Safety,Primary,7,1514
Batteries AAA (24pk) Heavy Duty,141.13,163.42,624,Safety,Primary,10,1153
Extension Cord 25ft XL,98.59,126.27,363,Safety,West Coast,8,1222
Power Strip 6-outlet Plus,74.72,110.59,254,Safety,West Coast,3,1102
Cable Cover V2,72.9,99.62,85,Safety,West Coast,6,1609
Lockout Tagout Kit Compact,151.51,215.68,455,Safety,International,10,1867
Spill Kit Heavy Duty,111.17,159.42,304,Safety,East Coast,6,1592
Eye Wash Station V2,143.25,200.17,992,Safety,South,9,1630
Chemical Storage Cabinet Heavy Duty,85.8,118.25,547,Safety,East Coast,4,1564
Gas Detector Lite,167.51,246.94,750,Safety,Primary,4,1075
Cardboard Box Small V2,10.07,12.3,8436,Packaging,Midwest,78,18293
Cardboard Box Medium Plus,20.58,31.35,4949,Packaging,South,27,13545
Cardboard Box Large Heavy Duty,52.7,80.01,6414,Packaging,East Coast,58,18023
Bubble Wrap Roll V2,17.68,26.98,9363,Packaging,West Coast,70,15498
Packing Peanuts V2,29.89,45.27,4703,Packaging,West Coast,42,13687
Shipping Tape (6pk) Plus,66.29,103.17,986,Packaging,Midwest,30,10773
Labels (500pk) V2,63.4,79.63,2622,Packaging,South,47,11351
Poly Mailers (100pk) V3,43.66,55.89,4973,Packaging,Midwest,77,17254
Shrink Wrap Roll V2,39.17,50.42,9878,Packaging,International,38,11211
Packing Paper (25lb) V3,53.85,75.34,5671,Packaging,West Coast,86,18007
Foam Sheets (50pk) Single,54.5,72.5,9138,Packaging,Midwest,64,16851
Strapping Tape Standard,13.18,15.94,9406,Packaging,Primary,95,19394
Pallet Wrap V3,73.63,115.65,3988,Packaging,West Coast,64,12389
Void Fill XL,15.24,19.39,2012,Packaging,East Coast,55,17747
Tissue Paper (100pk) Premium,57.48,82.13,4095,Packaging,Primary,62,19050
Gift Boxes (12pk) Max,70.78,92.76,8479,Packaging,Midwest,93,18604
Ribbon Roll Compact,13.77,21.48,1742,Packaging,Primary,63,15492
Gift Bags (24pk) Pro,64.95,87.25,9647,Packaging,Primary,53,18625
Kraft Paper Roll Single,18.55,24.24,1637,Packaging,International,86,10421
Corrugated Roll Heavy Duty,61.69,79.39,4775,Packaging,South,83,14568
Coffee Beans 1lb Premium,14.6,17.39,1903,Food & Beverage,East Coast,11,4423
Ground Coffee 2lb Eco,27.81,36.14,1857,Food & Beverage,West Coast,16,3805
Tea Bags (100pk) Pro,15.45,18.44,2281,Food & Beverage,South,25,4658
Sugar 5lb Lite,19.37,25.48,1712,Food & Beverage,International,25,4609
Creamer (50pk) Compact,33.91,44.35,1012,Food & Beverage,Primary,11,5150
Cups 12oz (100pk) Compact,38.17,53.82,2542,Food & Beverage,International,19,4772
Lids 12oz (100pk) Eco,38.96,45.18,243,Food & Beverage,Primary,7,3665
Stirrers (1000pk) Lite,40.24,50.54,675,Food & Beverage,South,22,5223
Napkins (500pk) Pro,10.15,12.51,2209,Food & Beverage,East Coast,11,4965
Paper Plates (100pk) XL,32.66,48.88,2592,Food & Beverage,South,26,3942
Plastic Cutlery Set (200pk) Pro,47.12,61.06,1129,Food & Beverage,West Coast,11,4922
Water Bottles (24pk) Bulk,5.56,8.16,1207,Food & Beverage,South,14,3081
Snack Bars (12pk) Bulk,28.2,37.52,423,Food & Beverage,East Coast,15,5560
Nuts Variety (6pk) Bulk,27.9,37.1,2189,Food & Beverage,West Coast,14,5002
Dried Fruit (6pk) Max,47.74,67.43,1502,Food & Beverage,International,30,3863
Crackers (8pk) Mini,35.34,42.64,2262,Food & Beverage,Primary,23,4319
Peanut Butter Pro,42.22,59.09,481,Food & Beverage,East Coast,13,3114
Jelly Eco,31.55,38.15,2629,Food & Beverage,South,18,5350
Canned Soup (6pk) Max,37.65,44.9,2797,Food & Beverage,West Coast,17,4193
Canned Tuna (6pk) Max,14.22,21.24,1140,Food & Beverage,East Coast,17,4057
Rice 10lb Max,27.69,34.19,2799,Food & Beverage,Midwest,19,3088
Pasta (6pk) Compact,6.87,10.0,1265,Food & Beverage,Primary,27,3596
Olive Oil Premium,45.95,62.4,2785,Food & Beverage,Primary,10,5373
Vinegar Single,22.3,28.77,1543,Food & Beverage,International,14,5094
Salt & Pepper Set Bulk,3.31,4.19,2780,Food & Beverage,South,7,3878
Spice Rack Eco,27.78,38.9,1016,Food & Beverage,International,17,5994
Honey Mini,12.47,16.07,537,Food & Beverage,West Coast,7,4264
Granola Mini,25.62,37.07,549,Food & Beverage,Primary,17,3035
Protein Powder Bulk,4.18,5.76,2705,Food & Beverage,East Coast,15,4865
Electrolyte Mix (30pk) Bulk,45.7,56.81,1879,Food & Beverage,Primary,11,4809
Wireless Mouse Heavy Duty,672.98,954.78,436,Electronics,Midwest,3,761
Mechanical Keyboard Eco,64.05,86.32,319,Electronics,East Coast,2,989
USB-C Hub XL,343.8,449.07,217,Electronics,Midwest,3,636
Webcam HD Mini,352.25,555.65,195,Electronics,Primary,3,946
Bluetooth Speaker Single,129.15,170.41,110,Electronics,International,3,961
Portable Charger Premium,596.85,714.64,484,Electronics,International,1,988
HDMI Cable V3,236.83,376.81,273,Electronics,Primary,1,868
SSD 1TB Heavy Duty,633.93,942.96,88,Electronics,West Coast,5,930
RAM 16GB Mini,140.78,215.75,159,Electronics,Primary,1,938
Graphics Card Single,142.39,182.41,159,Electronics,East Coast,4,657
CPU Processor Max,23.48,28.83,180,Electronics,International,2,750
Motherboard Bulk,758.26,1085.19,355,Electronics,Midwest,4,974
Power Supply 750W Eco,488.38,662.31,462,Electronics,Midwest,3,954
PC Case Bulk,342.51,395.6,41,Electronics,South,2,734
Monitor 27 inch Heavy Duty,532.24,621.68,330,Electronics,International,3,899
Laptop Stand XL,234.21,272.67,446,Electronics,International,3,663
Noise Cancelling Headphones Premium,340.14,391.54,330,Electronics,Midwest,5,926
Smart Watch Lite,151.14,228.65,486,Electronics,South,2,820
Fitness Tracker Eco,121.32,176.95,202,Electronics,International,5,810
Wireless Earbuds Mini,537.7,680.54,437,Electronics,International,3,905
Tablet 10 inch V2,590.05,922.53,260,Electronics,West Coast,4,979
E-Reader Heavy Duty,702.22,956.35,134,Electronics,International,1,696
Smart Plug Compact,414.8,648.93,302,Electronics,Midwest,2,504
WiFi Router Standard,715.44,851.67,429,Electronics,West Coast,2,799
Network Switch Single,41.4,59.02,306,Electronics,International,1,791
External HDD 2TB Heavy Duty,451.46,648.57,41,Electronics,South,3,833
Flash Drive 64GB Premium,129.81,155.08,72,Electronics,East Coast,3,762
Memory Card 128GB V2,710.57,871.32,135,Electronics,International,1,760
Desk Lamp LED Bulk,330.91,477.73,167,Electronics,Midwest,4,707
Phone Charger Compact,626.37,724.27,108,Electronics,East Coast,5,884
Screen Protector Compact,78.83,100.06,75,Electronics,South,3,563
Phone Case Mini,766.87,1166.5,16,Electronics,South,5,800
Laptop Sleeve Mini,115.64,169.18,355,Electronics,West Coast,5,982
Monitor Arm Bulk,556.58,707.09,48,Electronics,East Coast,2,729
Keyboard Wrist Rest Plus,234.94,358.64,322,Electronics,West Coast,3,603
Mouse Pad XL V3,248.74,329.79,382,Electronics,East Coast,4,973
Cable Management Kit XL,544.34,710.99,324,Electronics,East Coast,4,540
Surge Protector Plus,282.47,427.67,456,Electronics,Midwest,2,521
UPS Battery Pro,385.09,448.8,252,Electronics,Midwest,4,509
Microphone USB XL,755.36,1117.36,10,Electronics,East Coast,3,584
Ring Light Mini,301.88,443.66,171,Electronics,Midwest,4,930
Green Screen Heavy Duty,75.23,115.65,464,Electronics,Midwest,5,710
Streaming Deck V2,271.2,363.02,419,Electronics,International,4,980
Capture Card Standard,114.79,163.56,442,Electronics,South,3,790
VR Headset V3,597.53,819.07,107,Electronics,West Coast,3,948
Drone Camera Single,277.66,324.27,316,Electronics,International,1,797
Action Camera Max,669.92,981.24,114,Electronics,East Coast,5,863
Digital Camera XL,316.03,444.31,48,Electronics,International,2,764
Camera Lens V2,288.03,344.63,92,Electronics,International,3,696
Tripod Bulk,749.62,930.97,265,Electronics,Midwest,4,925
Camera Bag Bulk,284.41,328.4,459,Electronics,South,1,820
Ballpoint Pens (12pk) Standard,132.79,220.02,1227,Office Supplies,International,10,2917
Sticky Notes (8pk) Compact,39.65,62.51,791,Office Supplies,Midwest,5,2885
File Folders (24pk) Bulk,126.7,204.51,78,Office Supplies,International,18,3064
Printer Paper A4 Lite,28.33,49.54,51,Office Supplies,East Coast,8,2694
Ink Cartridge Black Max,136.72,195.13,1787,Office Supplies,International,6,2283
Ink Cartridge Color V3,16.48,23.55,498,Office Supplies,West Coast,6,3368
Desk Organizer V3,77.82,135.58,148,Office Supplies,Midwest,19,3220
Paper Shredder XL,88.21,149.18,344,Office Supplies,South,8,3815
Laminator Eco,90.35,146.5,331,Office Supplies,South,18,3660
Label Maker Plus,15.81,25.79,23,Office Supplies,West Coast,17,2478
Whiteboard 48x36 Compact,130.53,180.26,833,Office Supplies,South,8,2569
Markers (8pk) Bulk,59.4,72.05,501,Office Supplies,International,18,2498
Eraser Heavy Duty,45.43,73.02,103,Office Supplies,East Coast,19,3445
Stapler Premium,19.84,26.15,998,Office Supplies,Midwest,7,3598
Staples (5000pk) Plus,134.67,222.42,1180,Office Supplies,International,6,3924
Tape Dispenser Eco,47.97,84.23,399,Office Supplies,Primary,14,2624
Scissors Max,55.6,66.92,877,Office Supplies,Midwest,15,2853
Paper Clips (100pk) Compact,94.51,154.16,1774,Office Supplies,Midwest,7,2917
Binder Clips (24pk) Lite,6.88,9.93,1624,Office Supplies,Midwest,13,2627
Rubber Bands (1lb) XL,34.39,59.94,1920,Office Supplies,West Coast,11,3579
Envelopes (100pk) Mini,79.79,124.27,1290,Office Supplies,East Coast,13,2639
Notebooks (6pk) Bulk,39.99,68.24,1637,Office Supplies,Midwest,7,2929
Planner 2024 Max,4.74,8.48,1003,Office Supplies,West Coast,19,3759
Calculator Premium,18.65,27.09,624,Office Supplies,South,9,2975
Ruler V3,1.87,2.41,1307,Office Supplies,Primary,6,3691
Hole Punch Plus,117.69,194.33,1463,Office Supplies,International,20,2074
Letter Tray Mini,134.03,170.78,1369,Office Supplies,West Coast,5,3577
Magazine Rack Bulk,56.5,70.61,574,Office Supplies,West Coast,8,2116
Bulletin Board Lite,58.12,99.54,1052,Office Supplies,West Coast,12,2546
Push Pins (100pk) Max,129.06,226.93,1852,Office Supplies,International,14,3908
Correction Tape (3pk) Single,15.05,23.78,1464,Office Supplies,International,15,2339
Glue Sticks (6pk) XL,147.94,193.26,1504,Office Supplies,Primary,18,3475
Index Cards (200pk) Premium,104.37,143.41,1999,Office Supplies,International,13,3692
Graph Paper Pad Bulk,111.85,159.46,1696,Office Supplies,West Coast,9,2402
Legal Pads (3pk) Eco,141.83,199.47,1401,Office Supplies,South,15,2321
Presentation Folders (25pk) Plus,8.7,14.7,201,Office Supplies,Midwest,8,2676
Sheet Protectors (50pk) XL,83.68,103.32,1437,Office Supplies,East Coast,8,2045
Report Covers (12pk) Premium,141.67,194.63,1970,Office Supplies,Midwest,16,2088
Clipboard Standard,18.69,32.56,1413,Office Supplies,Midwest,11,3315
Pen Holder Max,21.58,30.6,1177,Office Supplies,Primary,19,3478
Office Chair Ergonomic Pro,1071.15,1487.96,24,Furniture,Primary,0,169
Standing Desk V2,1112.41,1263.65,8,Furniture,Primary,2,156
L-Shaped Desk Single,888.94,1088.91,32,Furniture,Primary,0,104
Bookshelf 5-Tier Premium,1019.97,1375.73,68,Furniture,Primary,2,140
Filing Cabinet 3-Drawer Standard,67.51,88.43,14,Furniture,West Coast,0,193
Conference Table Max,326.08,416.03,89,Furniture,Primary,0,187
Guest Chair Lite,381.58,464.89,19,Furniture,International,0,106
Desk Lamp Pro,838.12,1061.5,17,Furniture,International,1,197
Floor Mat Eco,499.47,627.61,19,Furniture,East Coast,0,106
Monitor Riser Eco,674.28,942.88,25,Furniture,Midwest,1,186
Storage Cabinet Single,1136.28,1336.87,80,Furniture,International,1,159
Coat Rack Lite,701.82,829.88,5,Furniture,West Coast,1,144
Waste Basket Max,968.02,1297.67,62,Furniture,East Coast,0,136
Desk Drawer Unit Heavy Duty,545.15,687.3,45,Furniture,Midwest,2,110
Computer Desk XL,117.71,148.27,7,Furniture,West Coast,1,143
Gaming Chair XL,950.72,1311.35,20,Furniture,East Coast,2,117
Recliner Single,1116.29,1229.73,91,Furniture,South,1,103
Sofa 3-Seater V2,661.82,864.26,99,Furniture,West Coast,2,126
Coffee Table Mini,246.81,292.11,51,Furniture,East Coast,0,122
Side Table V2,902.78,997.43,23,Furniture,Midwest,2,195
TV Stand XL,793.59,885.39,63,Furniture,Primary,0,140
Shoe Rack Heavy Duty,874.64,1153.34,27,Furniture,Midwest,1,151
Wardrobe Heavy Duty,909.86,1217.95,98,Furniture,East Coast,0,182
Dresser V3,871.57,1168.98,3,Furniture,East Coast,2,194
Nightstand Single,154.15,188.2,63,Furniture,International,1,162
Bed Frame Queen V3,969.77,1279.62,23,Furniture,South,2,163
Mattress Queen Eco,797.54,958.35,67,Furniture,Primary,0,189
Dining Table 6-seat Eco,1109.54,1250.09,78,Furniture,Primary,0,124
Dining Chair Max,1114.0,1427.52,42,Furniture,West Coast,2,186
Bar Stool V2,1120.23,1371.94,62,Furniture,International,1,136
Kitchen Island Max,1035.37,1380.07,66,Furniture,West Coast,1,194
Pantry Cabinet Eco,174.22,210.24,98,Furniture,Midwest,0,116
Bathroom Vanity Heavy Duty,556.14,735.69,64,Furniture,Midwest,1,127
Mirror Cabinet Eco,52.2,60.64,27,Furniture,West Coast,2,161
Laundry Hamper Compact,331.31,449.31,95,Furniture,Primary,2,199
Room Divider Eco,225.81,299.82,8,Furniture,South,0,138
Accent Chair Lite,499.9,611.68,11,Furniture,Primary,2,153
Ottoman Max,628.56,836.9,24,Furniture,East Coast,2,183
Console Table Premium,254.18,330.43,53,Furniture,Primary,0,185
Bench Storage Bulk,41.7,49.3,81,Furniture,Midwest,2,165
All-Purpose Cleaner Mini,10.18,12.98,2084,Cleaning,West Coast,18,8768
Glass Cleaner Mini,30.26,42.18,4787,Cleaning,International,29,5773
Disinfectant Spray V2,9.13,12.57,970,Cleaning,Midwest,20,6234
Floor Cleaner Bulk,20.76,29.9,1711,Cleaning,Midwest,21,6012
Bathroom Cleaner Premium,18.53,25.62,2644,Cleaning,Primary,35,8250
Degreaser V3,5.84,9.84,1922,Cleaning,Midwest,38,7488
Air Freshener Premium,27.74,35.9,1563,Cleaning,International,22,8212
Microfiber Cloths (12pk) Lite,11.68,16.37,2739,Cleaning,Primary,15,8094
Sponges (6pk) Mini,22.68,34.68,3151,Cleaning,Midwest,43,8063
Rubber Gloves (3pk) Plus,16.94,26.41,2923,Cleaning,Primary,27,8087
Trash Bags 13gal (50pk) Heavy Duty,13.42,19.41,380,Cleaning,West Coast,30,7465
Paper Towels (12pk) V2,16.55,25.05,1784,Cleaning,Midwest,49,8499
Toilet Paper (24pk) Plus,16.77,28.93,3238,Cleaning,Primary,15,9872
Hand Soap (6pk) V2,2.05,2.76,4307,Cleaning,International,15,9323
Hand Sanitizer Max,4.9,7.08,570,Cleaning,International,42,7088
Mop Premium,5.07,7.64,1273,Cleaning,East Coast,29,9594
Broom Bulk,21.03,32.76,3033,Cleaning,East Coast,46,9429
Dustpan V3,23.61,35.66,4319,Cleaning,Primary,29,5784
Vacuum Bags (6pk) Premium,29.34,43.86,1807,Cleaning,South,21,7833
Dish Soap Pro,28.51,43.22,4884,Cleaning,Midwest,38,9423
Dishwasher Tablets (30pk) Premium,24.69,33.28,424,Cleaning,West Coast,38,8845
Laundry Detergent Max,5.44,8.69,3812,Cleaning,International,34,7287
Fabric Softener Single,15.14,22.93,2548,Cleaning,South,20,7023
Stain Remover Bulk,33.11,48.86,1928,Cleaning,West Coast,45,5701
Bleach Heavy Duty,24.54,35.74,3970,Cleaning,West Coast,21,5471
Duster Extendable V3,36.41,48.37,685,Cleaning,South,16,5240
Window Squeegee Single,32.88,42.87,3994,Cleaning,South,12,7184
Toilet Brush Standard,8.14,10.79,3303,Cleaning,East Coast,37,6688
Plunger Premium,3.08,4.32,2820,Cleaning,Midwest,43,5552
Drain Cleaner Pro,30.28,49.14,4738,Cleaning,Midwest,21,5412
Lint Roller Max,16.06,21.93,487,Cleaning,West Coast,44,7433
Carpet Cleaner Premium,12.51,16.42,2395,Cleaning,Midwest,50,7537
Wood Polish XL,10.1,12.94,4406,Cleaning,South,24,6240
Stainless Steel Cleaner Heavy Duty,37.47,63.51,4344,Cleaning,East Coast,15,5927
Oven Cleaner Compact,17.32,26.35,4154,Cleaning,East Coast,26,5782
Grout Cleaner XL,31.73,48.78,1196,Cleaning,Midwest,16,7399
First Aid Kit V3,30.21,42.96,83,Safety,Midwest,8,1143
Fire Extinguisher Mini,30.52,43.71,147,Safety,East Coast,4,1222
Safety Goggles Pro,184.19,242.93,297,Safety,West Coast,4,1460
Work Gloves Standard,38.41,56.11,674,Safety,International,2,1153
Hard Hat Mini,154.07,191.57,925,Safety,International,2,1153
Safety Vest Heavy Duty,18.78,22.31,619,Safety,International,2,1946
Ear Plugs (50pk) Bulk,194.59,278.71,271,Safety,West Coast,4,1598
Dust Masks (50pk) Premium,137.55,165.98,210,Safety,Primary,7,1685
Face Shields (5pk) Bulk,180.3,249.08,817,Safety,Midwest,7,1811
Safety Boots V3,20.12,28.31,901,Safety,South,2,1929
Knee Pads Lite,80.49,119.82,518,Safety,Primary,7,1686
Back Support Belt Lite,106.75,147.67,142,Safety,South,4,1142
Anti-Fatigue Mat Lite,121.99,166.83,587,Safety,Midwest,10,1586
Wet Floor Sign Mini,30.48,40.92,412,Safety,Midwest,7,1113
Safety Cone V2,198.96,252.76,70,Safety,South,6,1325
Fire Blanket Mini,48.15,66.96,325,Safety,Midwest,10,1780
Smoke Detector Plus,67.99,93.07,878,Safety,Midwest,3,1192
Carbon Monoxide Detector Single,66.46,91.4,132,Safety,West Coast,6,1628
Emergency Kit Pro,24.92,35.83,193,Safety,International,5,1683
Flashlight Heavy Duty V3,100.11,128.08,697,Safety,International,8,1750
Batteries AA (24pk) V3,145.85,196.03,894,Safety,East Coast,7,1939
Batteries AAA (24pk) Max,127.93,157.62,936,Safety,East Coast,4,1284
Extension Cord 25ft Lite,177.98,239.66,895,Safety,International,3,1344
Power Strip 6-outlet Premium,132.47,191.21,114,Safety,East Coast,4,1910
Cable Cover Bulk,44.3,51.15,897,Safety,Midwest,8,1872
Lockout Tagout Kit Single,76.51,112.55,774,Safety,International,7,1504
Spill Kit Compact,191.35,246.03,599,Safety,Midwest,4,1490
Eye Wash Station Heavy Duty,22.33,30.51,348,Safety,West Coast,8,1537
Chemical Storage Cabinet Bulk,90.67,113.61,834,Safety,West Coast,8,1295
Gas Detector Heavy Duty,42.58,60.57,476,Safety,Midwest,3,1187
Cardboard Box Small V3,44.16,59.89,9322,Packaging,Primary,39,12380
Cardboard Box Medium Max,63.69,82.1,7771,Packaging,Midwest,81,17084
Cardboard Box Large Standard,1.9,2.99,7507,Packaging,International,73,14001
Bubble Wrap Roll V2,64.68,97.21,7276,Packaging,East Coast,40,10941
Packing Peanuts V3,53.08,70.32,8526,Packaging,International,33,10042
Shipping Tape (6pk) Eco,3.97,6.11,7561,Packaging,Midwest,28,18891
Labels (500pk) Eco,35.84,54.97,4397,Packaging,East Coast,88,17794
Poly Mailers (100pk) Standard,4.28,6.49,4775,Packaging,South,28,19085
Shrink Wrap Roll V3,68.13,83.84,8385,Packaging,International,50,19512
Packing Paper (25lb) Premium,14.25,19.84,2125,Packaging,International,96,16664
Foam Sheets (50pk) V3,44.13,55.16,3482,Packaging,South,99,11595
Strapping Tape Bulk,43.62,68.73,1856,Packaging,West Coast,58,16454
Pallet Wrap Standard,68.53,102.95,6803,Packaging,West Coast,26,14172
Void Fill Single,51.38,72.75,9600,Packaging,Primary,80,18536
Tissue Paper (100pk) XL,41.82,63.46,9410,Packaging,International,45,12207
